name,Add to List,Social,Format,Episodes,Episode Duration,Status,Season,Average Score,Mean Score,Popularity,Favorites,Studios,Producers,Source,Hashtag,Genres,Romaji,English,Native,Synonyms,Tags,External & Streaming links,Relations,Characters,Staff,Status Distribution,Score Distribution,Trailer,Recommendations
Tokyo Mew Mew New~♡,"['Tokyo Mew Mew New~♡', 'The scientists of the μ(Mew) Project use DNA of endangered species to create a team of heroines imbued with amazing super-human abilities. One of them, Ichigo Momomiya, awakens to discover she is armed with all the skills of a Iriomote cat. Ichigo must band together with other Mew Mew girls to repel an alien incursion, all the while hiding their thrilling double lives from friends and family.', '', '(Source: Sentai Filmworks)']","['#100 Most Popular 2022', '#28 Highest Rated Summer 2022']",['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['64%'],['65%'],['12176'],['185'],"['Yumeta Company', 'Graphinica']","['Pony Canyon', 'Kodansha', 'TV Tokyo', 'Dentsu']",['Manga'],['#mewmew_new #東京ミュウミュウ'],"['Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance', 'Sci-Fi']",['Tokyo Mew Mew New~♡'],['TOKYO MEW MEW NEW'],['東京ミュウミュウ にゅ～♡'],,"['Shoujo', '97%', 'Female Protagonist', '90%', 'Urban Fantasy', '88%', 'Aliens', '83%', 'Kemonomimi', '82%', 'Primarily Teen Cast', '80%', 'Magic', '80%', 'Primarily Female Cast', '79%', 'Love Triangle', '79%', 'Henshin', '78%', 'Primarily Child Cast', '60%', 'Heterosexual', '60%', 'School', '60%', 'Maids', '60%', 'Kuudere', '50%', 'Animals', '40%', 'Show 1 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', 'YouTube', '', '']","['Source', 'Tokyo Mew Mew', 'Manga · Finished', 'Sequel', 'Tokyo Mew Mew New~♡ 2nd Season', 'TV · Not Yet Released', 'Alternative', 'Tokyo Mew Mew', 'TV · Finished', 'Side Story', 'Petit! Tokyo Mew Mew New~♡', 'ONA · Releasing']","['Ichigo Momomiya', 'Main', 'Yuuki Tenma', 'Japanese', 'Mint Aizawa', 'Main', 'Mirai Hinata', 'Japanese', 'Lettuce Midorikawa', 'Main', 'Ryouko Juuni', 'Japanese', 'Bu-Ling Huang', 'Main', 'Rian Toda', 'Japanese', 'Zakuro Fujiwara', 'Main', 'Momoka Ishii', 'Japanese', 'Masaya Aoyama', 'Supporting', 'Yuuma Uchida', 'Japanese']","['Reiko Yoshida', 'Original Story', 'Mia Ikumi', 'Original Character Design', 'Takahiro Natori', 'Director', 'Yuka Yamada', 'Series Composition']","['Planning', '5987 Users', 'Completed', '2855 Users', 'Current', '1987 Users', 'Dropped', '860 Users']",[],,
Bucchigire!,"['Bucchigire!', 'In the era when samurai controlled Japan... The Masked Demons annihilated all but one member of the Shinsengumi, who had worked to maintain the peace and public order in Kyoto.', '', ""Seven criminals are chosen as substitutes for the deceased Shinsengumi members, and they are led by Ichibanboshi, whose parents were also killed by the Masked Demons. He becomes a substitute for Commander Isami Kondo and goes after the Masked Demons with the other substitutes to avenge his parents' deaths."", '', 'Former criminals rise up to restore peace and order as their crazy story begins! Now is the time to shine the brightest!', '', '(Source: Crunchyroll)']",['#25 Most Popular Summer 2022'],['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['57%'],['57%'],['10229'],['118'],['Geno Studio'],"['Twin Engine', 'bilibili']",['Original'],['#ブッチギレ #bucchigire'],"['Action', 'Fantasy']",['Bucchigire!'],['Shine on! Bakumatsu Bad Boys'],['ブッチギレ！'],,"['Samurai', '90%', 'Crime', '65%', 'Demons', '60%', 'Historical', '60%', 'Crossdressing', '40%', 'Chibi', '20%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube (Ani-One Asia)', '', '', '', '', '', '']",,"['Ichibanboshi', 'Main', 'Gen Satou', 'Japanese', 'Sakuya', 'Main', 'Shunichi Toki', 'Japanese', 'Heisuke Toudou', 'Main', 'Toshiyuki Toyonaga', 'Japanese', 'Akira', 'Main', 'Sumire Uesaka', 'Japanese', 'Sougen', 'Main', 'Shinichirou Miki', 'Japanese', 'Suzuran', 'Main', 'Yuuto Uemura', 'Japanese']","['Hiroyuki Takei', 'Original Character Design', 'Tetsuo Hirakawa', 'Director', 'Tetsuo Hirakawa', 'Series Composition', 'Masafumi Yokota', 'Character Design']","['Planning', '4727 Users', 'Completed', '2173 Users', 'Current', '1498 Users', 'Dropped', '1482 Users']",[],,
ORIENT: Awajishima Gekitou-hen,"['ORIENT: Awajishima Gekitou-hen', 'The second cour of ORIENT.', '', 'The ferocious battle of Awaji Island begins now!', '', ""With the appearance of the all-powerful Kishin, the land of Hinomoto is now dominated by oni, instead of humans. Musashi and Kanemaki Kojiro set out from their hometown swearing the form the strongest Bushi band of all time, and after encountering Hattori Tsugumi on their trip, the three of them found the Kanemaki Bushi. After obtaining the only weapons that can slay oni, Kitetsu Blades, they have taken the first big step towards their dream. In Harima, Musashi's group will encounter the massive band of Uesugui Bushi, and their leader Uesugi Tatsuomi. They have gathered to slay the giant Kishin that threatens to consume...""]","['#81 Highest Rated 2022', '#19 Highest Rated Summer 2022']",['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['69%'],['69%'],['9552'],['225'],['A.C.G.T.'],"['Kodansha', 'Avex Pictures', 'bilibili', 'Crunchyroll', 'TV Tokyo', 'AT-X']",['Manga'],['#オリエント'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['ORIENT: Awajishima Gekitou-hen'],['ORIENT Part 2'],['オリエント 淡路島激闘編'],"['ORIENT: The Battle of Awaji Island', 'ORIENT 2nd Cour', 'ORIENT (Cour 2)']","['Samurai', '79%', 'Swordplay', '73%', 'Male Protagonist', '60%', 'Shounen', '40%', 'Historical', '40%', 'Magic', '30%', 'Demons', '20%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube (Ani-One Asia)', '', '', '', '', '', '']","['Source', 'ORIENT', 'Manga · Releasing', 'Prequel', 'ORIENT', 'TV · Finished']","['Musashi', 'Main', 'Yuuma Uchida', 'Japanese', 'Kojirou Kanemaki', 'Main', 'Souma Saitou', 'Japanese', 'Tsugumi Hattori', 'Main', 'Rie Takahashi', 'Japanese', 'Narrator', 'Supporting', 'Kanetsugu Naoe', 'Supporting', 'Shiro Inukai', 'Supporting', 'Hiro Shimono', 'Japanese']","['Shinobu Ootaka', 'Original Creator', 'Tetsuya Yanagisawa', 'Director', 'Mariko Kunisawa', 'Series Composition', 'Shigeyuki Suga', 'Action Director']","['Completed', '4335 Users', 'Planning', '3414 Users', 'Current', '1375 Users', 'Dropped', '248 Users']",[],,
Love Live! Superstar!! 2nd Season,"['Love Live! Superstar!! 2nd Season', 'The second season of Love Live! Superstar!!']","['#457 Highest Rated All Time', '#39 Highest Rated 2022']",['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['76%'],['77%'],['8427'],['242'],['Sunrise'],"['Bandai Namco Filmworks', 'Bandai Namco Music Live', 'KADOKAWA', 'Bushiroad']",['Multimedia Project'],['#lovelive #Liella'],"['Music', 'Slice of Life']",['Love Live! Superstar!! 2nd Season'],['Love Live! Superstar!! Season 2'],['ラブライブ!スーパースター!! 2期'],,"['Idol', '96%', 'Cute Girls Doing Cute Things', '89%', 'Primarily Female Cast', '87%', 'Primarily Teen Cast', '86%', 'Dancing', '83%', 'Female Protagonist', '82%', 'School', '76%', 'School Club', '76%', 'Ensemble Cast', '71%', 'Surreal Comedy', '28%', 'CGI', '23%', 'Show 2 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'Funimation', 'VRV']","['Prequel', 'Love Live! Superstar!!', 'TV · Finished', 'Sequel', 'Love Live! Superstar!! 3rd Season', 'TV · Not Yet Released', 'Side Story', 'Liella no Uta 2', 'TV Short · Finished']","['Kanon Shibuya', 'Main', 'Sayuri Date', 'Japanese', 'Keke Tang', 'Main', 'Liyuu', 'Japanese', 'Chisato Arashi', 'Main', 'Nako Misaki', 'Japanese', 'Sumire Heanna', 'Main', 'Naomi Payton', 'Japanese', 'Ren Hazuki', 'Main', 'Nagisa Aoyama', 'Japanese', 'Natsumi Onitsuka', 'Main', 'Aya Emori', 'Japanese']","['Hajime Yatate', 'Original Creator', 'Sakurako Kimino', 'Original Plan', 'Yuuhei Murota', 'Original Character Design', 'Takahiko Kyougoku', 'Director']","['Completed', '3898 Users', 'Planning', '3083 Users', 'Current', '1134 Users', 'Paused', '171 Users']",[],,
Prima Doll,"['Prima Doll', 'Café “Kuronekotei” boasts an unusual roster of employees. A group of automata, or autonomous mechanical dolls, serve their patrons with a smile, but they weren’t always so suited to domestic life. Just a few years prior, automata served as weapons in the great war, fulfilling the bloody purpose for which they were created. Now that the war has ended, these machines with human hearts search for their place in an unfamiliar, peaceful world — and their search begins at the Kuronekotei café.', '', '(Source: Sentai Filmworks)', '', 'Note: Prima Doll was streamed 5 days in advance of the TV broadcast on ABEMA beginning July 3, 2022. Regular broadcasting began on July 9, 2022.']","['#99 Highest Rated 2022', '#25 Highest Rated Summer 2022']",['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['66%'],['66%'],['8363'],['152'],['Bibury Animation Studios'],"['NBCUniversal Entertainment Japan', 'Mainichi Broadcasting System', 'Visual Arts', 'JR Higashi Nihon Kikaku', 'MAGNET', 'Pia', 'BS Asahi', 'TOKYO MX', 'AQUA ARIS']",['Multimedia Project'],['#プリマドール #PrimaDoll'],"['Drama', 'Sci-Fi', 'Slice of Life']",['Prima Doll'],['Prima Doll'],['プリマドール'],,"['Robots', '87%', 'Female Protagonist', '82%', 'Artificial Intelligence', '79%', 'Primarily Female Cast', '79%', 'Military', '79%', 'War', '75%', 'Cute Girls Doing Cute Things', '74%', 'Work', '74%', 'Memory Manipulation', '66%', 'Found Family', '60%', 'Steampunk', '40%', 'CGI', '20%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'HIDIVE', '', '', '', '']",,"['Haizakura', 'Main', 'Azumi Waki', 'Japanese', 'Karasuba', 'Main', 'Tomori Kusunoki', 'Japanese', 'Gekka', 'Main', 'Miyu Tomita', 'Japanese', 'Houkiboshi', 'Main', 'Yuki Nakashima', 'Japanese', 'Retzel', 'Main', 'Akari Kitou', 'Japanese', 'Nagi Touma', 'Supporting', 'Ayumu Murase', 'Japanese']","['Key', 'Original Creator', 'Key', 'Original Plan', 'Na-Ga', 'Original Character Design', 'Yui Hara', 'Original Character Design']","['Planning', '3904 Users', 'Completed', '2157 Users', 'Current', '1192 Users', 'Dropped', '804 Users']",[],,
Jashin-chan Dropkick X,"['Jashin-chan Dropkick X', 'The third season of Jashin-chan Dropkick.']","['#55 Highest Rated 2022', '#13 Highest Rated Summer 2022']",['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['72%'],['73%'],['8128'],['159'],['Nomad'],"['Mirai Koujou', 'Office Nobu', 'Hokkaidou Bunka Housou', 'ibis Capital Partners', 'SUPA LOVE', 'Gyokkoudou', 'BS Fuji', 'BS Nippon', 'TV Nagasaki', 'BloomZ', 'Cloud', 'Energy and System Planning']",['Manga'],['#邪神ちゃんドロップキック'],"['Comedy', 'Slice of Life', 'Supernatural']",['Jashin-chan Dropkick X'],['Dropkick on My Devil!!! X'],['邪神ちゃんドロップキックX'],"['Jashin-chan Dropkick ภาคที่ 3', 'Jashin Phi Cước X Mùa 3', 'Jashin-chan Doroppukikku']","['Monster Girl', '80%', 'Parody', '79%', 'Meta', '79%', 'Angels', '79%', 'Primarily Female Cast', '79%', 'Female Protagonist', '79%', 'Satire', '79%', 'Gore', '79%', 'Demons', '79%', 'Seinen', '60%', 'Youkai', '60%', 'Slapstick', '50%', 'Educational', '20%', 'Isekai', '10%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV']","['Source', 'Jashin-chan Dropkick', 'Manga · Releasing', 'Prequel', 'Jashin-chan Dropkick’', 'ONA · Finished', 'Side Story', 'Jashin-chan Dropkick Mame Anime', 'ONA · Releasing', 'Other', 'Jashin-chan Dropkick X Mame Anime', 'ONA · Finished']","['Jashin-chan', 'Main', 'Aina Suzuki', 'Japanese', 'Yurine Hanazono', 'Main', 'Nichika Oomori', 'Japanese', 'Miku Hatsune', 'Supporting', 'Saki Fujita', 'Japanese', 'Medusa', 'Supporting', 'Miyu Kubota', 'Japanese', 'Pekora', 'Supporting', 'Yurie Kozakai', 'Japanese', 'Minos', 'Supporting', 'Chiaki Omigawa', 'Japanese']","['Yukiwo', 'Original Creator', 'Hikaru Satou', 'Chief Director', 'Takanori Yano', 'Director', 'Kazuyuki Fudeyasu', 'Series Composition']","['Planning', '3917 Users', 'Completed', '2677 Users', 'Current', '1133 Users', 'Dropped', '226 Users']",[],,
Warau Arsnotoria Sun!,"['Warau Arsnotoria Sun!', 'Here in this magic academy city of Ashram, where everyone is required to live in dormitories, a close-knit group of girls known as ""Pentagrams"" pursue their studies, including training in manners and magic, to become ""true ladies."" Arsnotoria, one of the students in Ashram, lives in Dorm 5 and is always with her dormmate friends: Mel, who\'s the life of the party, Petit Albert, who\'s quiet and does things at her own pace, Picatrix, who wants to be the class president, and Abramelin, who\'s always cool. They take classes and work on their school duties together, and they throw tea parties after school in ""that room""... We\'ll share the girls\' fun and lively days with you!', '', '(Source: Crunchyroll)']",['#30 Most Popular Summer 2022'],['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['55%'],['55%'],['7585'],['88'],['LIDENFILMS'],"['Good Smile Company', 'Crunchyroll', 'Nitroplus', 'Pony Canyon', 'JR Higashi Nihon Kikaku', 'KADOKAWA', 'Ultra Super Pictures', 'BS Nippon']",['Video Game'],['#アルスノ ＃すんすん'],"['Fantasy', 'Slice of Life']",['Warau Arsnotoria Sun!'],['Smile of the Arsnotoria the Animation'],['咲う アルスノトリア すんっ！'],,"['Female Protagonist', '100%', 'Cute Girls Doing Cute Things', '92%', 'Primarily Female Cast', '91%', 'Magic', '72%', 'School', '60%', 'Foreign', '60%', 'Kuudere', '53%', 'Show 2 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']","['Alternative', 'Warau Arsnotoria Sun!', 'Manga · Releasing', 'Side Story', 'Warau Arsnotoria Sun! Kotou no Mahou Koubutsugaku Jishuu', 'Light Novel · Finished']","['Arsnotoria', 'Main', 'Misaki Kuno', 'Japanese', 'Mell', 'Main', 'Miharu Hanai', 'Japanese', 'Ko Alberta', 'Main', 'Miyu Tomita', 'Japanese', 'Picatrix', 'Main', 'Eri Yukimura', 'Japanese', 'Abramelin', 'Main', 'Eriko Matsui', 'Japanese', 'Hammit', 'Supporting', 'Marina Inoue', 'Japanese']","['Nitro Plus', 'Original Creator', 'Hajime Ninomae', 'Original Plan', 'Shinichirou Ootsuka', 'Original Character Design', 'Naoyuki Tatsuwa', 'Director']","['Planning', '2977 Users', 'Completed', '1851 Users', 'Dropped', '1335 Users', 'Current', '1128 Users']",[],,
Utawarerumono: Futari no Hakuoro,"['Utawarerumono: Futari no Hakuoro', 'Chaos has taken hold of the land as a conniving general has unlawfully seized the throne of the mighty Yamato Empire. The only ones that stand in his way are a couple of familiar faces who must rally different kingdoms together and fight against the powerful Imperial army.', '', '(Source: Atlus)']","['#73 Highest Rated 2022', '#17 Highest Rated Summer 2022']",['TV'],['28'],['24 mins'],['Finished'],['Summer 2022'],['71%'],['73%'],['7268'],['148'],['White Fox'],"['Crunchyroll', 'Aquaplus', 'King Records', 'MAGES.', 'Klock Worx']",['Visual Novel'],['#うたわれ'],"['Action', 'Drama', 'Fantasy', 'Sci-Fi']",['Utawarerumono: Futari no Hakuoro'],['Utawarerumono Mask of Truth'],['うたわれるもの 二人の白皇'],,"['War', '96%', 'Kemonomimi', '55%', 'Politics', '46%', 'Religion', '20%', 'Travel', '20%', ""Boys' Love"", '13%', 'Show 8 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']","['Prequel', 'Utawarerumono: Itsuwari no Kamen', 'TV · Finished']","['Haku', 'Main', 'Kentarou Tone', 'Japanese', 'Kuon', 'Main', 'Risa Taneda', 'Japanese', 'Anju', 'Main', 'Chinatsu Akasaki', 'Japanese', 'Nekone', 'Main', 'Inori Minase', 'Japanese', 'Hakuoro', 'Supporting', 'Rikiya Koyama', 'Japanese', 'Eruruu', 'Supporting', 'Ryouka Yuzuki', 'Japanese']","['Aquaplus', 'Original Creator', 'Amazuyu Tatsuki', 'Original Character Design', 'Kenichi Kawamura', 'Director', 'Itsuki Yokoyama', 'Series Composition']","['Planning', '4513 Users', 'Current', '1226 Users', 'Completed', '1037 Users', 'Dropped', '301 Users']",[],,
Yurei Deco,"['Yurei Deco', 'The story begins when Berry, an average girl from an average home, meets Hack, a girl who looks like a boy. Charmed by Hack, Berry meets up with the team Hack leads, the Ghost Detectives Club. Members of this club are “socially dead,” working invisibly within the digitally controlled society of Tom Sawyer. As she works with the group, Berry learns about Zero, a mysterious figure who lurks within Tom Sawyer’s underground. She and Hack decide to chase down this figure, and in time, the truth behind the city is revealed...', '', '(Source: Crunchyroll)']",[],['TV'],['12'],['24 mins'],"['Finished', 'Start Date', 'Jul 3, 2022', 'End Date', 'Sep 18, 2022']",['Summer 2022'],['58%'],['59%'],['5908'],['36'],['Science SARU'],"['Bandai Namco Filmworks', 'Crunchyroll', 'NetEase Games']",['Original'],['#ユーレイデコ #YUREIDECO'],"['Mystery', 'Sci-Fi']",['Yurei Deco'],['YUREI DECO'],['ユーレイデコ'],['You0 DECO'],"['Female Protagonist', '90%', 'Augmented Reality', '83%', 'Artificial Intelligence', '70%', 'Satire', '68%', 'Detective', '66%', 'Cyberpunk', '60%', 'Found Family', '40%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube (Ani-One Asia)', '', '']",,"['Berry', 'Main', 'Mira Kawakatsu', 'Japanese', 'Hack', 'Main', 'Anna Nagase', 'Japanese', 'Finn', 'Supporting', 'Miyu Irino', 'Japanese', 'Hank', 'Supporting', 'Setsuji Satou', 'Japanese', 'Madam 44', 'Supporting', 'Sayuri Sadaoka', 'Japanese', 'Smiley', 'Supporting', 'Rie Kugimiya', 'Japanese']","['Masaaki Yuasa', 'Original Plan', 'Dai Satou', 'Original Plan', 'Tomohisa Shimoyama', 'Director', 'Dai Satou', 'Series Composition']","['Planning', '2122 Users', 'Completed', '1687 Users', 'Dropped', '1076 Users', 'Current', '766 Users']",[],[],
Renmei Kuugun Koukuu Mahou Ongakutai: Luminous Witches,"['Renmei Kuugun Koukuu Mahou Ongakutai: Luminous Witches', 'The war against invading aliens can’t be won by missiles alone! Team morale matters just as much as launching a counterassault, and that’s where Ginny and her friends come in. Instead of standing on the front lines with the 501st Joint Fighter Wing, the Luminous Witches of the League of Nations Air Force bring smiles to civilians displaced in the human-Neuroi war world with thrilling song and dance — not to mention aerial displays the likes of which the music world has never seen! While they might be non-combatants, these performers know the value of preserving the people’s smiles, and they’ll fight in their unique way to make sure those smiles never fade.', '', '(Source: Sentai Filmworks)']",[],['TV'],['12'],['24 mins'],['Finished'],['Summer 2022'],['62%'],['63%'],['5900'],['88'],['Shaft'],"['KADOKAWA', 'Sammy', 'Docomo Anime Store', 'AT-X', 'DeNA', 'Kadokawa Media House', 'Production Ace', 'BS Nippon', 'TV Aichi']",['Original'],['#L_witch'],['Music'],['Renmei Kuugun Koukuu Mahou Ongakutai: Luminous Witches'],['League of Nations Air Force Aviation Magic Band Luminous Witches'],['連盟空軍航空魔法音楽隊ルミナスウィッチーズ'],"['Ongakutai Witches', 'ลูมินัส วิทเชส กองบินดุริยางค์เวทมนตร์', 'Luminous Witches', 'Aliansi Angkatan Udara Idol Penyihir Luminous Witches', '聯盟空軍航空魔法音樂隊 光輝魔女']","['Idol', '82%', 'Kemonomimi', '80%', 'Primarily Female Cast', '79%', 'Cute Girls Doing Cute Things', '79%', 'Witch', '70%', 'Magic', '68%', 'Ensemble Cast', '60%', 'Aviation', '53%', 'Female Protagonist', '50%', 'CGI', '45%', 'Politics', '33%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', 'YouTube (Muse Asia)', 'YouTube', '', '']","['Other', 'Strike Witches', 'TV · Finished']","['Lyudmila Andreyevna Ruslanova', 'Main', 'Ami Aimoto', 'Japanese', 'Eleonore Giovanna Gassion', 'Main', 'Sayaka Tsuzuki', 'Japanese', 'Maria Magdalene Dietrich', 'Main', 'Konaka Kana', 'Japanese', 'Virginia Robertson', 'Main', 'Mai Narumi', 'Japanese', 'Aila Päivikki Linnamaa', 'Main', 'Ryou Mamiya', 'Japanese', 'Manaia Matawhaura Hato', 'Main', 'Misaki Yuuki', 'Japanese']","['Fumikane Shimada', 'Original Character Design', 'Shouji Saeki', 'Director', 'Kana Shundou', 'Assistant Director', 'Shouji Saeki', 'Series Composition']","['Planning', '3208 Users', 'Completed', '1227 Users', 'Current', '694 Users', 'Dropped', '598 Users']",[],,
